Date,Day_name,Open,Gap_Point,Gap_Point(%),Open_Gap_Type,Remarks,Gap_Fill_Point,Gap_Fill_Point%,Low,High,Day_Range,Close,Day_Range(%)
2019-04-23,Tuesday,29784.9,26.4,0.09,"FLAT UP","NOT FILL",-292.9,-1109.47,29492,29928,436,29525.25,1.48
2019-04-22,Monday,30200,-66.3,-0.22,"FLAT DOWN","NOT FILL",44.9,67.67,29715.3,30244.9,529.6,29758.5,1.78
2019-04-18,Thursday,30675,69.5,0.23,"FLAT UP","NOT FILL",-465,-669.55,30210,30722.25,512.25,30266.35,1.69
2019-04-16,Tuesday,30300.75,113.2,0.37,"MEDIUM GAP UP","NOT FILL",-22.65,-20.01,30278.1,30678,399.9,30605.55,1.31
2019-04-15,Monday,30098.1,35,0.12,"FLAT UP","NOT FILL",-55,-156.92,30043.1,30249,205.9,30187.55,0.68
2019-04-12,Friday,29925,-20,-0.07,"FLAT DOWN","GAP FILL UP",225,1122.19,29833.55,30150,316.45,30063.05,1.05
2019-04-11,Thursday,29948.85,-30.4,-0.1,"FLAT DOWN","GAP FILL UP",60.15,197.86,29772,30009,237,29945.05,0.79
2019-04-10,Wednesday,30200.35,-114.5,-0.38,"MEDIUM GAP DOWN","GAP FILL UP",134.65,117.6,29919.25,30335,415.75,29979.25,1.39
2019-04-09,Tuesday,30030.05,19.1,0.06,"FLAT UP","NOT FILL",-139.95,-732.72,29890.1,30359.25,469.15,30314.85,1.55
2019-04-08,Monday,30405.85,89.3,0.29,"FLAT UP","NOT FILL",-530.4,-593.62,29875.45,30434.65,559.2,30010.95,1.86
2019-04-05,Friday,30205.25,50.2,0.17,"FLAT UP","NOT FILL",-150.25,-299,30055,30402,347,30316.5,1.14
2019-04-04,Thursday,30349.95,19,0.06,"FLAT UP","NOT FILL",-321.05,-1685.3,30028.9,30494,465.1,30155,1.54
2019-04-03,Wednesday,30626.35,61.6,0.2,"FLAT UP","NOT FILL",-365.6,-593.51,30260.75,30729,468.25,30330.9,1.54
2019-04-02,Tuesday,30501.1,-3.1,-0.01,"FLAT DOWN","GAP FILL UP",137.45,4506.56,30285.15,30638.55,353.4,30564.75,1.16
2019-04-01,Monday,30594.9,69.1,0.23,"FLAT UP","NOT FILL",-214.9,-311.22,30380,30811.95,431.95,30504.15,1.42
2019-03-29,Friday,30600,179.5,0.59,"MEDIUM GAP UP","NOT FILL",-191.45,-106.69,30408.55,30915.65,507.1,30525.85,1.66
2019-03-28,Thursday,30055,14.1,0.05,"FLAT UP","NOT FILL",-126.15,-894.68,29928.85,30493,564.15,30420.55,1.85
2019-03-27,Wednesday,30109.95,140.2,0.47,"MEDIUM GAP UP","NOT FILL",-329.4,-234.87,29780.55,30275,494.45,30040.9,1.65
2019-03-26,Tuesday,29321,9,0.03,"FLAT UP","NOT FILL",-21,-233.33,29300,30025,725,29969.7,2.42
2019-03-25,Monday,29410,-228.5,-0.77,"BIG GAP DOWN","NOT FILL",9.85,4.31,29211.3,29419.85,208.55,29312,0.71
2019-03-22,Friday,30000.4,69.1,0.23,"FLAT UP","NOT FILL",-428.4,-619.97,29572,30092,520,29638.55,1.75
2019-03-20,Wednesday,29819.95,-38.1,-0.13,"FLAT DOWN","GAP FILL UP",166.5,436.44,29704,29986.45,282.45,29931.3,0.94
2019-03-19,Tuesday,29800,139.7,0.47,"MEDIUM GAP UP","NOT FILL",-297.1,-212.75,29502.9,29898.8,395.9,29858.1,1.33
2019-03-18,Monday,29605.05,139.5,0.47,"MEDIUM GAP UP","NOT FILL",-233.15,-167.07,29371.9,29863.65,491.75,29660.35,1.66
2019-03-15,Friday,29078.75,66.5,0.23,"FLAT UP","NOT FILL",-38.5,-57.89,29040.25,29658.3,618.05,29465.5,2.1
2019-03-14,Thursday,29055.55,116.8,0.4,"MEDIUM GAP UP","NOT FILL",-193.3,-165.57,28862.25,29134.7,272.45,29012.25,0.94
2019-03-13,Wednesday,28511.5,-16.6,-0.06,"FLAT DOWN","GAP FILL UP",486.6,2931.33,28436,28998.1,562.1,28938.8,1.94
2019-03-12,Tuesday,28240,159.3,0.57,"MEDIUM GAP UP","NOT FILL",-29.4,-18.46,28210.6,28578.2,367.6,28528.1,1.29
2019-03-11,Monday,28018.5,135.3,0.49,"MEDIUM GAP UP","NOT FILL",-127.3,-94.05,27891.2,28146.1,254.9,28080.7,0.91
2019-03-08,Friday,27774.9,-58.9,-0.21,"FLAT DOWN","GAP FILL UP",145.1,246.14,27710,27920,210,27883.15,0.75
2019-03-07,Thursday,27740,47.6,0.17,"FLAT UP","NOT FILL",-114,-239.5,27626,27879.6,253.6,27833.85,0.91
2019-03-06,Wednesday,27655.55,10,0.04,"FLAT UP","NOT FILL",-95.3,-948.26,27560.25,27760,199.75,27692.4,0.72
2019-03-05,Tuesday,27053.25,-148,-0.54,"MEDIUM GAP DOWN","GAP FILL UP",621.3,419.66,27053.25,27674.55,621.3,27645.5,2.25
2019-03-01,Friday,27061.05,271.1,1.01,"BIG GAP UP","NOT FILL",-10.05,-3.71,27051,27248.9,197.9,27201.3,0.73
2019-02-28,Thursday,26884,66.8,0.25,"FLAT UP","NOT FILL",-133,-198.95,26751,26932.55,181.55,26789.9,0.68
2019-02-27,Wednesday,27049.85,93.6,0.35,"MEDIUM GAP UP","NOT FILL",-326.5,-348.64,26723.35,27195,471.65,26817.15,1.76
2019-02-26,Tuesday,26830,-341.5,-1.26,"BIG GAP DOWN","GAP FILL UP",314,91.93,26740,27144,404,26956.2,1.5
2019-02-25,Monday,26975.3,38.1,0.14,"FLAT UP","NOT FILL",-25.2,-66.06,26950.1,27208.9,258.8,27171.55,0.95
2019-02-22,Friday,27049.9,-57.2,-0.21,"FLAT DOWN","NOT FILL",24.2,42.27,26915.05,27074.1,159.05,26937.15,0.59
2019-02-21,Thursday,27059.9,42,0.16,"FLAT UP","NOT FILL",-21.45,-51.13,27038.45,27169.9,131.45,27107.15,0.48
2019-02-20,Wednesday,26804,64.7,0.24,"FLAT UP","NOT FILL",-73.85,-114.14,26730.15,27052.35,322.2,27017.95,1.19
2019-02-19,Tuesday,26750,-7.2,-0.03,"FLAT DOWN","GAP FILL UP",333.95,4638.19,26700,27083.95,383.95,26739.3,1.44
2019-02-18,Monday,26780,-87.3,-0.32,"FLAT DOWN","GAP FILL UP",127.55,146.11,26722,26907.55,185.55,26757.2,0.69
2019-02-15,Friday,27070.05,3.5,0.01,"FLAT UP","NOT FILL",-349.05,-9832.39,26721,27089.75,368.75,26867.3,1.37
2019-02-14,Thursday,26967.5,-24.4,-0.09,"FLAT DOWN","GAP FILL UP",179.2,734.43,26912,27146.7,234.7,27066.5,0.87
2019-02-13,Wednesday,27200,83.4,0.31,"FLAT UP","NOT FILL",-250,-299.76,26950,27273.75,323.75,26991.9,1.2
2019-02-12,Tuesday,27238.7,-57.2,-0.21,"FLAT DOWN","GAP FILL UP",145,253.5,27086,27383.7,297.7,27116.6,1.1
2019-02-11,Monday,27300.05,-36.8,-0.13,"FLAT DOWN","GAP FILL UP",49.9,135.6,27208.2,27349.95,141.75,27295.9,0.52
2019-02-08,Friday,27376.6,-73.2,-0.27,"FLAT DOWN","GAP FILL UP",158.85,216.86,27267.55,27535.45,267.9,27336.85,0.98
2019-02-07,Thursday,27350,-102.2,-0.37,"MEDIUM GAP DOWN","GAP FILL UP",296.95,290.7,27300,27646.95,346.95,27449.85,1.26
2019-02-06,Wednesday,27400.05,59.9,0.22,"FLAT UP","NOT FILL",-46.15,-77.05,27353.9,27480,126.1,27452.15,0.46
2019-02-05,Tuesday,27270.1,-3.5,-0.01,"FLAT DOWN","GAP FILL UP",137.35,3924.29,27236.3,27407.45,171.15,27340.15,0.63
2019-02-04,Monday,26991,-153.7,-0.57,"MEDIUM GAP DOWN","GAP FILL UP",327.1,212.89,26885.45,27318.1,432.65,27273.6,1.59
2019-02-01,Friday,27331,35.5,0.13,"FLAT UP","NOT FILL",-381,-1071.73,26950,27599.95,649.95,27144.65,2.39
2019-01-31,Thursday,26972,151.1,0.56,"MEDIUM GAP UP","NOT FILL",-98.35,-65.09,26873.65,27314.9,441.25,27295.45,1.62
2019-01-30,Wednesday,26888,229,0.86,"BIG GAP UP","NOT FILL",-201.5,-88.01,26686.5,26917.5,231,26820.9,0.86
2019-01-29,Tuesday,26620.25,-90.9,-0.34,"MEDIUM GAP DOWN","GAP FILL UP",228.75,251.65,26520,26849,329,26659.05,1.23
2019-01-28,Monday,27090,-53.8,-0.2,"FLAT DOWN","GAP FILL UP",87,161.71,26646.9,27177,530.1,26711.15,1.98
2019-01-25,Friday,27378,60.2,0.22,"FLAT UP","NOT FILL",-311,-516.61,27067,27480,413,27143.8,1.52
2019-01-24,Thursday,27300,-20.4,-0.07,"FLAT DOWN","GAP FILL UP",75.1,368.14,27186.2,27375.1,188.9,27317.8,0.69
2019-01-23,Wednesday,27462,-57,-0.21,"FLAT DOWN","GAP FILL UP",148.85,261.37,27274.45,27610.85,336.4,27320.4,1.23
2019-01-22,Tuesday,27521.25,-51.8,-0.19,"FLAT DOWN","GAP FILL UP",38.75,74.88,27435.35,27560,124.65,27518.95,0.45
2019-01-21,Monday,27560.05,12.1,0.04,"FLAT UP","NOT FILL",-111,-913.58,27449.05,27674.95,225.9,27573,0.82
2019-01-18,Friday,27649.9,61.8,0.22,"FLAT UP","NOT FILL",-144.9,-234.66,27505,27676,171,27547.9,0.62
2019-01-17,Thursday,27562.3,5.7,0.02,"FLAT UP","NOT FILL",-185.3,-3250.88,27377,27667.35,290.35,27588.15,1.05
2019-01-16,Wednesday,27534,15.1,0.05,"FLAT UP","NOT FILL",-31.5,-208.61,27502.5,27640,137.5,27556.6,0.5
2019-01-15,Tuesday,27410.6,53.8,0.2,"FLAT UP","NOT FILL",-18.5,-34.35,27392.1,27539,146.9,27518.9,0.53
2019-01-14,Monday,27465,-96.5,-0.35,"MEDIUM GAP DOWN","NOT FILL",24.95,25.85,27300.95,27489.95,189,27356.75,0.69
2019-01-11,Friday,27675,33.7,0.12,"FLAT UP","NOT FILL",-172.45,-512.48,27502.55,27700,197.45,27561.5,0.72
2019-01-10,Thursday,27720.3,-31.2,-0.11,"FLAT DOWN","NOT FILL",19.7,63.04,27587.1,27740,152.9,27641.35,0.55
2019-01-09,Wednesday,27752.2,149.6,0.54,"MEDIUM GAP UP","NOT FILL",-300.8,-201.07,27451.4,27784.4,333,27751.55,1.2
2019-01-08,Tuesday,27388.4,-14.5,-0.05,"FLAT DOWN","GAP FILL UP",244.25,1678.69,27292,27632.65,340.65,27602.6,1.23
2019-01-07,Monday,27555,193.3,0.71,"BIG GAP UP","NOT FILL",-180,-93.12,27375,27586.75,211.75,27402.95,0.77
2019-01-04,Friday,27169,71.5,0.26,"FLAT UP","NOT FILL",-111,-155.14,27058,27431,373,27361.7,1.36
2019-01-03,Thursday,27260,-8.5,-0.03,"FLAT DOWN","GAP FILL UP",59.4,698.82,27062.3,27319.4,257.1,27097.45,0.95
2019-01-02,Wednesday,27410.3,-95.4,-0.35,"MEDIUM GAP DOWN","GAP FILL UP",112.7,118.2,27175.1,27523,347.9,27268.5,1.28
2019-01-01,Tuesday,27300.2,-17.9,-0.07,"FLAT DOWN","GAP FILL UP",231.8,1294.97,27135,27532,397,27505.65,1.44
2018-12-31,Monday,27400,121.3,0.44,"MEDIUM GAP UP","NOT FILL",-157.9,-130.12,27242.1,27429.5,187.4,27318.1,0.69
2018-12-28,Friday,27155,276.5,1.03,"BIG GAP UP","NOT FILL",-103.95,-37.6,27051.05,27350,298.95,27278.65,1.1
2018-12-27,Thursday,27198,166.3,0.62,"MEDIUM GAP UP","NOT FILL",-338,-203.25,26860,27260,400,26878.55,1.49
2018-12-26,Wednesday,26700,-91.2,-0.34,"MEDIUM GAP DOWN","GAP FILL UP",370,405.7,26439.6,27070,630.4,27031.7,2.33
2018-12-24,Monday,26925,-17.7,-0.07,"FLAT DOWN","GAP FILL UP",57.6,325.42,26737.1,26982.6,245.5,26791.2,0.92
2018-12-21,Friday,27300,-40.5,-0.15,"FLAT DOWN","GAP FILL UP",99,244.44,26888.6,27399,510.4,26942.7,1.89
2018-12-20,Thursday,27189.4,-168.8,-0.62,"MEDIUM GAP DOWN","GAP FILL UP",182.15,107.94,27155,27371.55,216.55,27340.5,0.79
2018-12-19,Wednesday,27301,48.1,0.18,"FLAT UP","NOT FILL",-30,-62.37,27271,27425,154,27358.15,0.56
2018-12-18,Tuesday,26950,-141,-0.52,"MEDIUM GAP DOWN","GAP FILL UP",328.8,233.19,26926.35,27278.8,352.45,27252.9,1.29
2018-12-17,Monday,26988.8,109,0.41,"MEDIUM GAP UP","NOT FILL",-76.65,-70.35,26912.15,27129.15,217,27091,0.8
2018-12-14,Friday,26853,-30,-0.11,"FLAT DOWN","GAP FILL UP",95,316.14,26770,26948,178,26879.85,0.66
2018-12-13,Thursday,26867.65,109.4,0.41,"MEDIUM GAP UP","NOT FILL",-81.9,-74.9,26785.75,27029,243.25,26883.05,0.9
2018-12-12,Wednesday,26349.85,118.8,0.45,"MEDIUM GAP UP","NOT FILL",-52.85,-44.51,26297,26779.45,482.45,26758.3,1.8
2018-12-11,Tuesday,25800,-411,-1.57,"BIG GAP DOWN","GAP FILL UP",495,120.44,25706.4,26295,588.6,26231.1,2.24
2018-12-10,Monday,26251.25,-408.8,-1.53,"BIG GAP DOWN","NOT FILL",202.25,49.48,26180.1,26453.5,273.4,26211,1.04
2018-12-07,Friday,26380,95.3,0.36,"MEDIUM GAP UP","NOT FILL",-44.85,-47.04,26335.15,26735.9,400.75,26660,1.5
2018-12-06,Thursday,26485.5,-158.3,-0.59,"MEDIUM GAP DOWN","NOT FILL",8.9,5.62,26234.1,26494.4,260.3,26284.65,0.99
2018-12-05,Wednesday,26670,-143.3,-0.53,"MEDIUM GAP DOWN","NOT FILL",75,52.34,26561.3,26745,183.7,26643.8,0.69
2018-12-04,Tuesday,26903,-57.4,-0.21,"FLAT DOWN","NOT FILL",21.95,38.24,26751.25,26924.95,173.7,26813.3,0.65
2018-12-03,Monday,27055.5,137,0.51,"MEDIUM GAP UP","NOT FILL",-172.1,-125.57,26883.4,27065.5,182.1,26960.4,0.68
2018-11-30,Friday,26957.45,17.9,0.07,"FLAT UP","NOT FILL",-116.45,-652.38,26841,27034.1,193.1,26918.45,0.72
2018-11-29,Thursday,26602.05,181.6,0.69,"MEDIUM GAP UP","NOT FILL",-71.15,-39.17,26530.9,27009.1,478.2,26939.6,1.78
2018-11-28,Wednesday,26467.8,41,0.16,"FLAT UP","NOT FILL",-86.8,-211.45,26381,26548,167,26420.4,0.63
2018-11-27,Tuesday,26300.2,-63.5,-0.24,"FLAT DOWN","GAP FILL UP",169.7,267.03,26239.75,26469.9,230.15,26426.75,0.87
2018-11-26,Monday,26075,71.5,0.28,"FLAT UP","NOT FILL",-49.95,-69.81,26025.05,26385.95,360.9,26363.75,1.37
2018-11-22,Thursday,26310.1,-22.2,-0.08,"FLAT DOWN","GAP FILL UP",29.15,131.31,25956.9,26339.25,382.35,26003.45,1.47
2018-11-21,Wednesday,26050,-107.9,-0.41,"MEDIUM GAP DOWN","GAP FILL UP",359.7,333.36,26050,26409.7,359.7,26332.3,1.37
2018-11-20,Tuesday,26240,-79,-0.3,"FLAT DOWN","NOT FILL",22.8,28.86,26080.75,26262.8,182.05,26157.9,0.7
2018-11-19,Monday,26355.1,101.2,0.39,"MEDIUM GAP UP","NOT FILL",-147.4,-145.65,26207.7,26395,187.3,26319,0.71
2018-11-16,Friday,26202.15,6.4,0.02,"FLAT UP","NOT FILL",-57.15,-900,26145,26333.7,188.7,26253.9,0.72
2018-11-15,Thursday,25960,-21.5,-0.08,"FLAT DOWN","GAP FILL UP",295.95,1379.72,25905.5,26255.95,350.45,26195.8,1.34
2018-11-14,Wednesday,25984.5,153.8,0.6,"MEDIUM GAP UP","NOT FILL",-173.3,-112.72,25811.2,26080,268.8,25981.45,1.03
2018-11-13,Tuesday,25479.95,-119.5,-0.47,"MEDIUM GAP DOWN","GAP FILL UP",375.15,313.8,25429.15,25855.1,425.95,25830.75,1.65
2018-11-12,Monday,25850.25,1.5,0.01,"FLAT UP","NOT FILL",-282.7,-19496.55,25567.55,25980,412.45,25599.5,1.61
2018-11-09,Friday,25730,-32.2,-0.12,"FLAT DOWN","GAP FILL UP",150,465.84,25630.1,25880,249.9,25848.8,0.97
2018-11-07,Wednesday,25880,196.8,0.77,"BIG GAP UP","NOT FILL",-147.8,-75.1,25732.2,25880,147.8,25762.2,0.57
2018-11-06,Tuesday,25824.7,18.9,0.07,"FLAT UP","NOT FILL",-207.8,-1099.47,25616.9,25939.65,322.75,25683.2,1.26
2018-11-05,Monday,25700.2,-50.2,-0.19,"FLAT DOWN","GAP FILL UP",172.8,344.22,25573,25873,300,25805.8,1.16
2018-11-02,Friday,25548,170.3,0.67,"MEDIUM GAP UP","NOT FILL",-32.6,-19.14,25515.4,25898,382.6,25750.4,1.49
2018-11-01,Thursday,25249.95,41.5,0.16,"FLAT UP","NOT FILL",-71,-170.88,25178.95,25450,271.05,25377.7,1.07
2018-10-31,Wednesday,24874.95,-38,-0.15,"FLAT DOWN","GAP FILL UP",383.1,1009.49,24625,25258.05,633.05,25208.4,2.51
2018-10-30,Tuesday,25050.35,7.1,0.03,"FLAT UP","NOT FILL",-283,-3958.04,24767.35,25214,446.65,24912.9,1.79
2018-10-29,Monday,24683.65,181.2,0.74,"BIG GAP UP","NOT FILL",-212.4,-117.22,24471.25,25089,617.75,25043.2,2.47
2018-10-26,Friday,24875,57.5,0.23,"FLAT UP","NOT FILL",-431,-748.91,24444,24906.2,462.2,24502.45,1.89
2018-10-25,Thursday,24860,-235.8,-0.94,"BIG GAP DOWN","NOT FILL",151.2,64.11,24686,25011.2,325.2,24817.45,1.31
2018-10-24,Wednesday,25350.05,371.5,1.49,"BIG GAP UP","NOT FILL",-510.05,-137.28,24840,25350.05,510.05,25095.85,2.03
2018-10-23,Tuesday,24799.8,-231.5,-0.92,"BIG GAP DOWN","GAP FILL UP",270.1,116.7,24770,25069.9,299.9,24978.5,1.2
2018-10-22,Monday,25475,398.2,1.59,"BIG GAP UP","NOT FILL",-508.3,-127.63,24966.7,25495.3,528.6,25031.25,2.11
2018-10-19,Friday,24960.25,-217.2,-0.86,"BIG GAP DOWN","GAP FILL UP",359.45,165.45,24860.1,25319.7,459.6,25076.75,1.83
2018-10-17,Wednesday,25875,252.5,0.99,"BIG GAP UP","NOT FILL",-794.6,-314.69,25080.4,25892.9,812.5,25177.5,3.23
2018-10-16,Tuesday,25356.25,-10,-0.04,"FLAT DOWN","GAP FILL UP",348.5,3485,25317.65,25704.75,387.1,25622.5,1.51
2018-10-15,Monday,25399,-8,-0.03,"FLAT DOWN","GAP FILL UP",47,591.19,25130.55,25446,315.45,25366.25,1.24
2018-10-12,Friday,25037,209.6,0.84,"BIG GAP UP","NOT FILL",-36.95,-17.63,25000.05,25514.55,514.5,25406.95,2.03
2018-10-11,Thursday,24600.35,-705.2,-2.79,"BIG GAP DOWN","NOT FILL",396.85,56.28,24510,24997.2,487.2,24827.4,1.96
2018-10-10,Wednesday,24609.95,46.5,0.19,"FLAT UP","NOT FILL",-23.95,-51.56,24586,25361.25,775.25,25305.5,3.06
2018-10-09,Tuesday,24762.4,49.8,0.2,"FLAT UP","NOT FILL",-252.4,-507.34,24510,24842,332,24563.5,1.35
2018-10-08,Monday,24444.7,-75,-0.31,"FLAT DOWN","GAP FILL UP",372.1,496.13,24285,24816.8,531.8,24712.65,2.15
2018-10-05,Friday,24700,-162.2,-0.65,"MEDIUM GAP DOWN","GAP FILL UP",450,277.44,24272.4,25150,877.6,24519.7,3.58
2018-10-04,Thursday,24780,-383.7,-1.52,"BIG GAP DOWN","NOT FILL",187,48.74,24620.05,24967,346.95,24862.2,1.4
2018-10-03,Wednesday,25400,-108.8,-0.43,"MEDIUM GAP DOWN","GAP FILL UP",177,162.61,25109.85,25577,467.15,25163.65,1.86
2018-10-01,Monday,25085,-129.7,-0.51,"MEDIUM GAP DOWN","GAP FILL UP",475.15,366.35,24861.35,25560.15,698.8,25508.85,2.74
2018-09-28,Friday,25325.2,283,1.13,"BIG GAP UP","NOT FILL",-275.05,-97.17,25050.15,25530.55,480.4,25214.7,1.91
2018-09-27,Thursday,25155.55,-211.9,-0.84,"BIG GAP DOWN","GAP FILL UP",288.45,136.16,25000,25444,444,25042.15,1.77
2018-09-26,Wednesday,25619.95,276.5,1.09,"BIG GAP UP","NOT FILL",-419.5,-151.72,25200.45,25619.95,419.5,25367.4,1.65
2018-09-25,Tuesday,24952.4,-64.4,-0.26,"FLAT DOWN","GAP FILL UP",477.55,741.54,24706.75,25429.95,723.2,25343.45,2.85
2018-09-24,Monday,25749.9,89.9,0.35,"MEDIUM GAP UP","NOT FILL",-808.9,-899.78,24941,25749.95,808.95,25016.8,3.23
2018-09-21,Friday,26442.95,62.8,0.24,"FLAT UP","NOT FILL",-1214.9,-1936.1,25228.05,26710.4,1482.35,25660,5.78
2018-09-19,Wednesday,26585.05,32,0.12,"FLAT UP","NOT FILL",-251.7,-787.79,26333.35,26670,336.65,26380.2,1.28
2018-09-18,Tuesday,26819.9,-86.8,-0.32,"FLAT DOWN","GAP FILL UP",178.1,205.18,26514,26998,484,26553.1,1.82
2018-09-17,Monday,27049.75,-188.9,-0.69,"MEDIUM GAP DOWN","NOT FILL",0.25,0.13,26809,27050,241,26906.7,0.9
2018-09-14,Friday,27202,223.2,0.83,"BIG GAP UP","NOT FILL",-138.8,-62.19,27063.2,27290,226.8,27238.65,0.83
2018-09-12,Wednesday,26980.05,29.5,0.11,"FLAT UP","NOT FILL",-274,-930.39,26706.05,27028.45,322.4,26978.8,1.2
2018-09-11,Tuesday,27365.55,27.3,0.1,"FLAT UP","NOT FILL",-450.85,-1648.45,26914.7,27444.05,529.35,26950.6,1.96
2018-09-10,Monday,27485,-108,-0.39,"MEDIUM GAP DOWN","NOT FILL",9.4,8.7,27270,27494.4,224.4,27338.2,0.82
2018-09-07,Friday,27560.05,-18.1,-0.07,"FLAT DOWN","GAP FILL UP",75.95,419.61,27338.3,27636,297.7,27593.05,1.08
2018-09-06,Thursday,27555.05,20.3,0.07,"FLAT UP","NOT FILL",-170.1,-835.87,27384.95,27669.85,284.9,27578.15,1.03
2018-09-05,Wednesday,27594.95,-20.5,-0.07,"FLAT DOWN","GAP FILL UP",54.8,267.32,27307.3,27649.75,342.45,27534.7,1.24
2018-09-04,Tuesday,27969,-45.5,-0.16,"FLAT DOWN","GAP FILL UP",70,153.68,27550.1,28039,488.9,27615.45,1.77
2018-09-03,Monday,28285.15,68.5,0.24,"FLAT UP","NOT FILL",-323.6,-472.75,27961.55,28299.95,338.4,28014.55,1.21
2018-08-31,Friday,28160,56.8,0.2,"FLAT UP","NOT FILL",-52.05,-91.72,28107.95,28309.15,201.2,28216.7,0.71
2018-08-30,Thursday,28233.3,-17.2,-0.06,"FLAT DOWN","NOT FILL",0,0,27966.45,28233.3,266.85,28103.25,0.95
2018-08-29,Wednesday,28249.95,-62.3,-0.22,"FLAT DOWN","GAP FILL UP",147.75,237.16,28190.3,28397.7,207.4,28250.55,0.73
2018-08-28,Tuesday,28360.55,91.6,0.32,"FLAT UP","NOT FILL",-200.55,-218.94,28160,28408.8,248.8,28312.25,0.88
2018-08-27,Monday,28034.75,126,0.45,"MEDIUM GAP UP","NOT FILL",-9.5,-7.54,28025.25,28290.9,265.65,28268.95,0.94
2018-08-24,Friday,28010.4,-88.6,-0.32,"FLAT DOWN","GAP FILL UP",165.6,186.8,27861.25,28176,314.75,27908.8,1.13
2018-08-23,Thursday,28336.4,57.1,0.2,"FLAT UP","NOT FILL",-320.4,-561.61,28016,28336.4,320.4,28099.05,1.14
2018-08-21,Tuesday,28340.2,8.8,0.03,"FLAT UP","NOT FILL",-150.7,-1722.29,28189.5,28360.65,171.15,28279.35,0.61
2018-08-20,Monday,28290,120.5,0.43,"MEDIUM GAP UP","NOT FILL",-69.6,-57.76,28220.4,28377.6,157.2,28331.45,0.55
2018-08-17,Friday,28011.35,104.1,0.37,"MEDIUM GAP UP","NOT FILL",-6.3,-6.05,28005.05,28209.9,204.85,28169.5,0.73
2018-08-16,Thursday,27889.55,-188,-0.67,"MEDIUM GAP DOWN","GAP FILL UP",159.75,85,27836.8,28049.3,212.5,27907.2,0.76
2018-08-14,Tuesday,27905,34.3,0.12,"FLAT UP","NOT FILL",-0.7,-2.04,27904.3,28097.85,193.55,28077.5,0.69
2018-08-13,Monday,27890,-276.5,-0.98,"BIG GAP DOWN","NOT FILL",100.55,36.36,27827,27990.55,163.55,27870.65,0.59
2018-08-10,Friday,28342.95,-8.8,-0.03,"FLAT DOWN","GAP FILL UP",37.05,423.43,28150.05,28380,229.95,28166.55,0.82
2018-08-09,Thursday,28224.85,97.4,0.35,"MEDIUM GAP UP","NOT FILL",-47,-48.25,28177.85,28386,208.15,28351.7,0.73
2018-08-08,Wednesday,27975,27.1,0.1,"FLAT UP","NOT FILL",-60.35,-222.69,27914.65,28159.95,245.3,28127.45,0.87
2018-08-07,Tuesday,27979,18.8,0.07,"FLAT UP","NOT FILL",-105.3,-558.62,27873.7,28010.8,137.1,27947.9,0.49
2018-08-06,Monday,27825.6,48.8,0.18,"FLAT UP","NOT FILL",-0.55,-1.13,27825.05,28019.95,194.9,27960.15,0.7
2018-08-03,Friday,27510,59.9,0.22,"FLAT UP","NOT FILL",-34.75,-58.01,27475.25,27800,324.75,27776.85,1.17
2018-08-02,Thursday,27510.15,-162,-0.59,"MEDIUM GAP DOWN","NOT FILL",39.85,24.59,27415.3,27550,134.7,27450.1,0.49
2018-08-01,Wednesday,27778.7,-33,-0.12,"FLAT DOWN","GAP FILL UP",64.35,195.3,27552.4,27843.05,290.65,27672.2,1.05
2018-07-31,Tuesday,27814.85,-40,-0.14,"FLAT DOWN","NOT FILL",24.9,62.33,27725,27839.75,114.75,27811.65,0.41
2018-07-30,Monday,27724.8,85.3,0.31,"FLAT UP","NOT FILL",-109.55,-128.35,27615.25,27872.05,256.8,27854.8,0.92
2018-07-27,Friday,27503.3,96.9,0.35,"MEDIUM GAP UP","NOT FILL",-28.3,-29.21,27475,27660,185,27639.45,0.67
2018-07-26,Thursday,27090,32.3,0.12,"FLAT UP","NOT FILL",-27.95,-86.53,27062.05,27407.55,345.5,27406.4,1.26
2018-07-25,Wednesday,27077.7,46.7,0.17,"FLAT UP","NOT FILL",-97.45,-208.9,26980.25,27121.1,140.85,27057.7,0.52
2018-07-24,Tuesday,27053.05,-19.9,-0.07,"FLAT DOWN","GAP FILL UP",119.95,604.28,26910.5,27173,262.5,27031.05,0.97
2018-07-23,Monday,26805.15,-123.8,-0.46,"MEDIUM GAP DOWN","GAP FILL UP",293.8,237.41,26766,27098.95,332.95,27072.9,1.23
2018-07-20,Friday,26825.05,-16.2,-0.06,"FLAT DOWN","GAP FILL UP",167.2,1028.92,26763.1,26992.25,229.15,26928.9,0.85
2018-07-19,Thursday,26967.95,37.2,0.14,"FLAT UP","NOT FILL",-167.8,-451.08,26800.15,27064.05,263.9,26841.3,0.98
2018-07-18,Wednesday,27149.95,61.9,0.23,"FLAT UP","NOT FILL",-263.95,-426.41,26886,27233,347,26930.75,1.29
2018-07-17,Tuesday,26689.95,-50.7,-0.19,"FLAT DOWN","GAP FILL UP",424,836.29,26689.95,27113.95,424,27088.05,1.57
2018-07-16,Monday,26912.7,-50.2,-0.19,"FLAT DOWN","GAP FILL UP",37.25,74.13,26705,26949.95,244.95,26740.65,0.92
2018-07-13,Friday,27039.95,26,0.1,"FLAT UP","NOT FILL",-119.95,-460.46,26920,27069.9,149.9,26962.95,0.56
